"","nOrders","nItemsOrdered","nItemsSold","salesOrdered","salesSold","returnRatio","shareOwnBrand","shareSale","shareVoucher","crDuration","monetaryReturnRatio","meanDaysBetwOrders","salesPerOrder","salesPerItem","itemsPerOrder","itemsSoldPerOrder","customerSatis"
"661",18,26,12,3515.78,1696.11,0.538461538461538,1,0.46,0.27,432,0.517572203038871,25,94.23,141.34,1.44,0.67,3.5
"662",20,34,11,6636.07,2226.56,0.676470588235294,1,0.5,0.47,452,0.66447611312117,24,111.33,202.41,1.7,0.55,3.2
"663",2,3,1,402.49,170.47,0.666666666666667,1,0.33,0,485,0.57646152699446,485,85.23,170.47,1.5,0.5,2.4
"664",16,32,7,12321.5,2083.35,0.78125,0.53,0.16,0,81,0.830917501927525,5,130.21,297.62,2,0.44,2.9
"665",4,4,4,749.5,749.5,0,1,0.25,1,470,0,157,187.38,187.38,1,1,2.7
"666",3,3,3,2031.08,2031.08,0,0,0.33,0.33,462,0,231,677.03,677.03,1,1,4.4
"667",2,4,3,782.3,594.86,0.25,0.75,0,0.25,26,0.23960117601943,26,297.43,198.29,2,1.5,3.7
"668",5,6,6,1404.52,1404.52,0,1,0.33,0.5,281,0,70,280.9,234.09,1.2,1.2,3.7
"669",8,12,1,9232.86,9.99,0.916666666666667,0.25,0.25,0,319,0.998917995074116,46,1.25,9.99,1.5,0.12,1.8
"670",5,8,3,1972.05,803.87,0.625,0.25,0.5,0,366,0.592368347658528,92,160.77,267.96,1.6,0.6,2.4
"671",4,5,2,1295.22,527.03,0.6,1,0.2,0.6,383,0.593096153549204,128,131.76,263.51,1.25,0.5,2.6
"672",4,6,5,2451.11,2155.28,0.166666666666667,0.67,0.83,0.17,128,0.120692257793408,43,538.82,431.06,1.5,1.25,3.6
"673",5,9,1,1875.45,162.87,0.888888888888889,0.89,0.22,0,305,0.913156842357834,76,32.57,162.87,1.8,0.2,2.4
"674",2,4,1,1312.77,9.99,0.75,0.75,0.5,0.5,209,0.992390136886126,209,5,9.99,2,0.5,1.9
"675",3,5,1,2775.3,9.99,0.8,0.4,0,0,74,0.996400389147119,37,3.33,9.99,1.67,0.33,2.7
"676",2,2,2,277.95,277.95,0,1,0.5,0.5,257,0,257,138.97,138.97,1,1,3.1
"677",2,2,1,207.79,75.59,0.5,1,0,1,13,0.636219259829636,13,37.8,75.59,1,0.5,2.5
"678",2,4,1,327.2,86.32,0.75,1,0.25,1,286,0.736185819070905,286,43.16,86.32,2,0.5,1.9
"679",8,11,3,2442.38,567.79,0.727272727272727,0.82,0.09,0,309,0.767525937814755,44,70.97,189.26,1.38,0.38,3.2
"680",2,3,1,1070.13,137.02,0.666666666666667,0.33,0,0.67,30,0.871959481558315,30,68.51,137.02,1.5,0.5,2.8
"681",3,4,1,827.32,9.99,0.75,0.75,0.75,0.5,403,0.987924865831843,202,3.33,9.99,1.33,0.33,1.8
"682",2,2,2,423.99,423.99,0,0,0,0,42,0,42,212,212,1,1,3.8
"683",5,6,4,1884.86,1640.96,0.333333333333333,0.83,0,0,384,0.12939953099965,96,328.19,410.24,1.2,0.8,3.6
"684",2,2,1,948.52,127.69,0.5,0,0.5,1,257,0.865379749504491,257,63.84,127.69,1,0.5,1.7
"685",2,3,3,1182.8,1182.8,0,0,0.33,0,6,0,6,591.4,394.27,1.5,1.5,4.2
"686",3,3,2,802.75,543.34,0.333333333333333,1,0.33,0.67,68,0.323151666147617,34,181.11,271.67,1,0.67,2.9
"687",8,11,4,4976.06,871.7,0.636363636363636,0.64,0.45,0,353,0.824821244116831,50,108.96,217.93,1.38,0.5,3.1
"688",2,2,1,1626.8,759.6,0.5,0,0,0,2,0.533071059749201,2,379.8,759.6,1,0.5,3.9
"689",5,11,4,2224.53,971.75,0.636363636363636,1,0.09,0,35,0.563166151951199,9,194.35,242.94,2.2,0.8,2.7
"690",5,16,1,3949.25,171.24,0.9375,0.56,0.5,0.06,304,0.95663986832943,76,34.25,171.24,3.2,0.2,1.9
"691",5,5,1,2370.35,457.57,0.8,0.6,0.2,0,32,0.806960997321071,8,91.51,457.57,1,0.2,2.7
"692",5,5,5,1117.43,1117.43,0,1,0.2,0.4,262,0,66,223.49,223.49,1,1,3.6
"693",3,3,3,1131.52,1131.52,0,0.67,0.33,0,228,0,114,377.17,377.17,1,1,4.1
"694",44,74,22,35202.66,11171.76,0.702702702702703,0.2,0.51,0,420,0.682644436528376,10,253.9,507.81,1.68,0.5,4.2
"695",3,5,2,1707.2,208.82,0.6,0.6,0.2,0.4,249,0.877682755388941,124,69.61,104.41,1.67,0.67,2.4
"696",3,3,1,1599.03,896.64,0.666666666666667,0.33,0,0.33,365,0.439260051406165,182,298.88,896.64,1,0.33,3.1
"697",6,7,3,898.33,423.33,0.571428571428571,1,0.43,0.14,419,0.528758919328087,84,70.55,141.11,1.17,0.5,2.4
"698",4,5,1,2432.9,547.8,0.8,0,0.4,0.2,339,0.774836614739611,113,136.95,547.8,1.25,0.25,2.5
"699",3,3,3,602.01,602.01,0,1,0.67,0.33,322,0,161,200.67,200.67,1,1,2.8
"700",4,4,3,880.2,714.92,0.25,0.25,0.25,0,125,0.187775505566917,42,178.73,238.31,1,0.75,3.2
"701",9,13,4,7232.11,2288.61,0.692307692307692,0.77,0.62,0.08,400,0.683548784517935,50,254.29,572.15,1.44,0.44,2.7
"702",3,4,1,1025.29,313.57,0.75,1,0,0,5,0.694164577826761,2,104.52,313.57,1.33,0.33,2.8
"703",4,4,1,714.19,211.32,0.75,1,0.5,0.5,308,0.704112351055041,103,52.83,211.32,1,0.25,2.2
"704",3,4,4,681.62,681.62,0,1,1,0,414,0,207,227.21,170.41,1.33,1.33,2.9
"705",2,2,1,269.97,9.99,0.5,1,1,0,391,0.962995888432048,391,5,9.99,1,0.5,1.8
"706",8,16,6,5730.72,2299.01,0.625,0.38,0.5,0,379,0.59882702348047,54,287.38,383.17,2,0.75,2.2
"707",5,6,1,2220.37,151.49,0.833333333333333,0.5,0.33,0.17,45,0.93177263248918,11,30.3,151.49,1.2,0.2,2.5
"708",19,39,6,27070.42,2466.68,0.846153846153846,0.31,0.26,0.05,383,0.908879138188473,21,129.83,411.11,2.05,0.32,3.2
"709",6,10,10,2074.69,2074.69,0,0.8,0.8,0.1,411,0,82,345.78,207.47,1.67,1.67,3.2
"710",12,14,5,2677.73,1112.35,0.642857142857143,1,0.64,0.07,394,0.584592173221348,36,92.7,222.47,1.17,0.42,2.9
"711",2,2,1,904.09,9.99,0.5,0.5,0.5,0.5,97,0.988950215133449,97,5,9.99,1,0.5,2.5
"712",2,2,2,250.71,250.71,0,1,0.5,0.5,3,0,3,125.36,125.36,1,1,2.8
"713",6,7,7,1282.16,1282.16,0,1,0.57,0,227,0,45,213.69,183.17,1.17,1.17,2.8
"714",9,15,9,2718.16,1569.19,0.4,1,0.53,0.07,2019,0.422701386231863,252,174.35,174.35,1.67,1,3.2
"715",4,4,1,556.26,241.45,0.75,1,0.75,0.25,170,0.565940387588538,57,60.36,241.45,1,0.25,2.2
"716",5,7,4,1646.79,797.45,0.428571428571429,0.86,0.71,0,378,0.515754892852155,94,159.49,199.36,1.4,0.8,2.8
"717",2,2,1,3368.72,1780.82,0.5,0,0,0,4,0.471365978769384,4,890.41,1780.82,1,0.5,4.4
"718",2,2,1,649.91,95.02,0.5,0.5,0.5,0,21,0.853795140865658,21,47.51,95.02,1,0.5,3
"719",2,2,2,451.65,451.65,0,0.5,0.5,0.5,27,0,27,225.82,225.82,1,1,3.7
"720",3,3,2,1545.06,1092.05,0.333333333333333,0,0.33,0,28,0.293198969619303,14,364.02,546.02,1,0.67,3.6
"721",2,4,4,1343.85,1343.85,0,0.75,0.75,0,394,0,394,671.92,335.96,2,2,3.1
"722",8,15,5,3289.82,996.8,0.666666666666667,1,0.2,0.2,325,0.697004699345253,46,124.6,199.36,1.88,0.62,2.8
"723",4,12,5,1458.94,687.31,0.583333333333333,1,0.08,0.5,165,0.528897692845491,55,171.83,137.46,3,1.25,2.3
"724",3,4,3,1472.92,1258.11,0.25,0.75,0.5,0.25,305,0.14583955679874,152,419.37,419.37,1.33,1,3.6
"725",2,2,2,249.87,249.87,0,1,0.5,0,126,0,126,124.94,124.94,1,1,3.3
"726",4,4,2,827.8,437.93,0.5,1,1,0,194,0.470971249093984,65,109.48,218.97,1,0.5,1.9
"727",8,8,3,2292.62,693.75,0.625,0.88,0.62,0.12,191,0.697398609451196,27,86.72,231.25,1,0.38,3
"728",7,9,5,2170.25,1589.65,0.444444444444444,1,0.11,0.33,328,0.267526782628729,55,227.09,317.93,1.29,0.71,3.3
"729",2,2,2,786.65,786.65,0,0,0.5,0,104,0,104,393.32,393.32,1,1,3.9
"730",2,2,1,634.58,250.71,0.5,0,0,0,80,0.604919789467049,80,125.36,250.71,1,0.5,2.7
"731",5,6,3,937.29,460.5,0.5,1,0.5,0.5,94,0.508689946548027,24,92.1,153.5,1.2,0.6,2.8
"732",2,2,2,449.39,449.39,0,1,0.5,0.5,154,0,154,224.69,224.69,1,1,3.2
"733",2,3,1,643.51,9.99,0.666666666666667,0,0.33,0.33,76,0.984475765722366,76,5,9.99,1.5,0.5,2.7
"734",2,2,2,584.64,584.64,0,0,0,1,321,0,321,292.32,292.32,1,1,3.6
"735",3,5,4,1032.98,846.01,0.2,0.6,0.6,0.4,21,0.181000600205231,10,282,211.5,1.67,1.33,3.4
"736",103,131,9,86690.31,4127.71,0.931297709923664,0.03,0.35,0.08,970,0.952385566506799,10,40.07,458.63,1.27,0.09,5
"737",6,12,12,2137.95,2137.95,0,1,0.5,0.17,11,0,2,356.32,178.16,2,2,3.8
"738",5,7,6,3469.07,2580.47,0.142857142857143,0.43,0.14,0.14,204,0.256149342619204,51,516.09,430.08,1.4,1.2,4
"739",3,3,2,1598.87,1291.54,0.333333333333333,0.67,0.33,0,1325,0.192217003258551,662,430.51,645.77,1,0.67,3.3
"740",3,4,4,1488.37,1488.37,0,0,0.5,0.25,142,0,71,496.12,372.09,1.33,1.33,3.6
"741",11,15,4,6490.78,1052.43,0.733333333333333,0.2,0.33,0.2,343,0.837857699690946,34,95.68,263.11,1.36,0.36,2.7
"742",2,4,4,954.61,954.61,0,1,1,0,338,0,338,477.31,238.65,2,2,3.1
"743",3,8,1,1243.67,155.74,0.875,0.88,0.38,0.38,236,0.874773854800711,118,51.91,155.74,2.67,0.33,1.9
"744",7,8,7,1214.01,1090.31,0.125,1,1,0,2276,0.101893724104414,379,155.76,155.76,1.14,1,3.1
"745",3,4,2,950.09,474.08,0.5,1,0.75,0.25,194,0.501015693250113,97,158.03,237.04,1.33,0.67,2.7
"746",2,2,1,339.78,234.79,0.5,1,0.5,0.5,120,0.30899405497675,120,117.39,234.79,1,0.5,2
"747",2,2,1,470.51,219.53,0.5,1,0,0.5,30,0.533421181271386,30,109.77,219.53,1,0.5,2.9
"748",2,2,1,355.63,215.42,0.5,0.5,0.5,0,60,0.394258077215083,60,107.71,215.42,1,0.5,2.5
"749",2,3,2,1161.63,613.02,0.333333333333333,0.33,0.33,0.67,117,0.472276025929082,117,306.51,306.51,1.5,1,2.3
"750",2,2,2,775.82,775.82,0,0,1,0,26,0,26,387.91,387.91,1,1,3.6
"751",6,6,5,1415.72,1136.98,0.166666666666667,1,0.5,0.17,315,0.196889215381573,63,189.5,227.4,1,0.83,2.9
"752",2,2,1,399.76,199.86,0.5,0.5,1,0.5,71,0.500050030018011,71,99.93,199.86,1,0.5,2.5
"753",3,9,6,1716.02,1023.29,0.333333333333333,1,0.89,0,11,0.403684106245848,6,341.1,170.55,3,2,2.7
"754",2,3,1,572.47,71.37,0.666666666666667,0.33,0.67,0,288,0.875329711600608,288,35.69,71.37,1.5,0.5,2.3
"755",5,13,6,3629.06,1234.56,0.538461538461538,0.46,0.62,0.08,2155,0.65981273387599,539,246.91,205.76,2.6,1.2,2.6
"756",4,4,2,346.04,166.73,0.5,1,0.25,0.75,236,0.518177089353832,79,41.68,83.36,1,0.5,2.8
"757",2,4,1,1013.15,9.99,0.75,1,0.5,0,13,0.990139663425949,13,5,9.99,2,0.5,1.9
"758",2,4,2,1650.87,260.73,0.5,0.75,1,0,253,0.842065092950989,253,130.37,130.37,2,1,2
"759",16,17,3,2436.48,410.29,0.823529411764706,1,0.47,0.35,2304,0.831605430785395,154,25.64,136.76,1.06,0.19,2.7
"760",10,23,5,3665.68,987.79,0.782608695652174,0.74,0.39,0.09,231,0.730530215403418,26,98.78,197.56,2.3,0.5,2.7
"761",3,3,3,3981.36,3981.36,0,0.67,0.33,0.33,223,0,112,1327.12,1327.12,1,1,4.2
"762",4,5,4,1690.8,1210.66,0.2,0.4,0.6,0,17,0.283972084220487,6,302.67,302.67,1.25,1,3.2
"763",2,2,2,1536.01,1536.01,0,0,0.5,0,-3,0,-3,768,768,1,1,4
"764",2,2,1,321.39,9.99,0.5,1,0,0,4,0.968916269952394,4,5,9.99,1,0.5,2.8
"765",5,8,2,3502.61,1885.39,0.75,0.12,0.25,0.62,121,0.46171854702636,30,377.08,942.7,1.6,0.4,2.9
"766",13,20,13,7094.4,5326.8,0.35,0.35,0.35,0,299,0.249154262516915,25,409.75,409.75,1.54,1,3.9
"767",2,3,1,379.47,127.35,0.666666666666667,1,0,0,7,0.664400347853585,7,63.67,127.35,1.5,0.5,2.9
"768",4,4,2,1905.31,707.29,0.5,0.25,0.25,0.25,289,0.628779568679113,96,176.82,353.64,1,0.5,2.8
"769",5,10,10,2349.12,2349.12,0,0.9,0.3,0,299,0,75,469.82,234.91,2,2,3.9
"770",6,12,12,2544.97,2544.97,0,0.92,0.08,0.33,303,0,61,424.16,212.08,2,2,4.1
"771",7,7,5,1474.51,1072.74,0.285714285714286,0.71,0,0,298,0.272476958447213,50,153.25,214.55,1,0.71,3.4
"772",3,3,2,1967.69,701.79,0.333333333333333,1,0.33,0,280,0.643343209550285,140,233.93,350.89,1,0.67,3.1
"773",2,4,2,456.92,222.25,0.5,0,0.5,0,28,0.513591000612799,28,111.12,111.12,2,1,2.9
"774",2,2,2,522.59,522.59,0,1,1,0,260,0,260,261.3,261.3,1,1,2.2
"775",2,2,1,261.81,131.36,0.5,0,0.5,0,23,0.498262098468355,23,65.68,131.36,1,0.5,2.9
"776",4,5,2,1012.23,347.53,0.6,1,0.6,0,2155,0.656668938877528,718,86.88,173.76,1.25,0.5,2
"777",113,194,100,96031.77,45496.64,0.484536082474227,0.19,0.27,0,2339,0.526233453783055,21,402.63,454.97,1.72,0.88,5
"778",17,25,8,8407.76,2048.6,0.68,0.52,0.32,0.24,1319,0.756344139223765,82,120.51,256.07,1.47,0.47,3.4
"779",17,20,6,8660.92,2508.96,0.7,0.5,0.3,0,1757,0.710312530308558,110,147.59,418.16,1.18,0.35,3.5
"780",5,11,3,1450.69,286.83,0.727272727272727,1,0.73,0.09,291,0.802280294204827,73,57.37,95.61,2.2,0.6,2.3
"781",2,2,1,282.3,97.48,0.5,1,0.5,1,2,0.654693588381155,2,48.74,97.48,1,0.5,2.1
"782",2,2,1,930.93,700.5,0.5,0.5,1,0,114,0.247526666881506,114,350.25,700.5,1,0.5,2.6
"783",9,11,9,1680.15,1025.5,0.181818181818182,0.91,1,0,2166,0.389637829955659,271,113.94,113.94,1.22,1,3.2
"784",2,2,1,1658.98,141.94,0.5,0.5,0.5,0.5,258,0.914441403754114,258,70.97,141.94,1,0.5,2.2
"785",2,5,4,979.97,777.78,0.2,1,0.6,0,69,0.206322642529873,69,388.89,194.44,2.5,2,3.2
"786",4,5,3,1599.05,828.25,0.4,1,0.4,0,40,0.482036208999093,13,207.06,276.08,1.25,0.75,2.5
"787",5,7,5,1421.88,1214.6,0.285714285714286,1,0.14,0,2309,0.145778828030495,577,242.92,242.92,1.4,1,3.3
"788",4,6,4,1909.8,1330.67,0.333333333333333,0,0.67,0,111,0.303241177086606,37,332.67,332.67,1.5,1,3.3
"789",12,17,2,13266.88,1708.5,0.882352941176471,0.47,0.47,0,248,0.871220663788321,23,142.38,854.25,1.42,0.17,2.5
"790",3,5,3,1193.84,997.54,0.4,1,0.4,0,156,0.164427393955639,78,332.51,332.51,1.67,1,3.4
"791",2,2,2,374.23,374.23,0,1,1,0,4,0,4,187.12,187.12,1,1,3.1
"792",2,3,3,356.46,356.46,0,1,0,0,54,0,54,178.23,118.82,1.5,1.5,3.5
"793",4,7,1,3707.79,265.11,0.857142857142857,0,0.14,0,217,0.928499186847151,72,66.28,265.11,1.75,0.25,2.7
"794",5,13,2,2810.89,276.15,0.846153846153846,0.54,0.62,0,185,0.901757094728004,46,55.23,138.07,2.6,0.4,2.1
"795",2,2,1,634.04,327.91,0.5,1,0.5,0,4,0.482824427480916,4,163.96,327.91,1,0.5,2.5
"796",4,4,4,918.42,918.42,0,1,0,0,113,0,38,229.6,229.6,1,1,3.6
"797",3,3,2,365.39,259.68,0.333333333333333,1,0.33,0.33,1553,0.28930731547114,776,86.56,129.84,1,0.67,2.6
"798",9,14,14,2875.06,2875.06,0,0.93,0,0.43,251,0,31,319.45,205.36,1.56,1.56,4.4
"799",2,5,1,3179.24,9.99,0.8,0.4,0.2,0,-31,0.996857739585561,-31,5,9.99,2.5,0.5,2.4
"800",9,13,8,2083.04,1057.77,0.384615384615385,1,0.62,0.23,2298,0.492198901605346,287,117.53,132.22,1.44,0.89,2.9
"801",5,5,5,1098.69,1098.69,0,0.8,1,0,85,0,21,219.74,219.74,1,1,3.6
"802",3,4,1,452.69,106.63,0.75,1,0.75,0,-3,0.764452495084937,-2,35.54,106.63,1.33,0.33,2.3
"803",10,14,2,3135.64,401.78,0.857142857142857,0.71,0.14,0.43,136,0.871866668367542,15,40.18,200.89,1.4,0.2,2.7
"804",2,4,3,521.16,393.18,0.25,1,1,0,123,0.245567580013815,123,196.59,131.06,2,1.5,2.7
"805",2,2,1,445.48,225.44,0.5,1,0,0,4,0.493939121846099,4,112.72,225.44,1,0.5,3
"806",2,2,2,652.11,652.11,0,0,0.5,0.5,230,0,230,326.06,326.06,1,1,3.5
"807",2,2,1,425.2,294.45,0.5,1,1,0,203,0.307502351834431,203,147.22,294.45,1,0.5,2.4
"808",7,11,2,6019.89,212.2,0.818181818181818,0.82,0.36,0.18,213,0.964750186465201,36,30.31,106.1,1.57,0.29,2.5
"809",3,6,1,759.03,9.99,0.833333333333333,1,0.17,0,2189,0.986838464882811,1094,3.33,9.99,2,0.33,1.3
"810",2,2,2,446.92,446.92,0,1,0,1,28,0,28,223.46,223.46,1,1,3.6
"811",3,4,3,660.3,484.53,0.25,1,0.5,0.5,217,0.266197183098592,108,161.51,161.51,1.33,1,3.1
"812",2,2,1,228.71,150.62,0.5,1,1,0.5,64,0.341436753967907,64,75.31,150.62,1,0.5,2.1
"813",2,2,2,294.86,294.86,0,1,0,1,106,0,106,147.43,147.43,1,1,3.5
"814",2,2,1,1064.83,516.68,0.5,0,0,1,-8,0.51477700665834,-8,258.34,516.68,1,0.5,3.2
"815",3,6,1,1172.04,9.99,0.833333333333333,1,0.33,0.33,66,0.991476400122863,33,3.33,9.99,2,0.33,1.5
"816",3,3,1,986.31,358.58,0.666666666666667,1,0.67,0.33,1960,0.636442903346818,980,119.53,358.58,1,0.33,1.6
"817",2,2,2,540.55,540.55,0,0,0.5,1,214,0,214,270.27,270.27,1,1,3
"818",2,2,1,821.1,322.12,0.5,1,0.5,1,1580,0.607696991840214,1580,161.06,322.12,1,0.5,1
"819",4,4,3,4150.17,3757.92,0.25,0.5,0.25,0,99,0.094514200623107,33,939.48,1252.64,1,0.75,4.3
"820",3,3,2,297.45,210.52,0.333333333333333,1,1,0,192,0.292250798453522,96,70.17,105.26,1,0.67,2.8
"821",2,2,2,1423.39,1423.39,0,1,0,0,1875,0,1875,711.7,711.7,1,1,2.7
"822",2,2,2,620.66,620.66,0,0.5,0.5,0,182,0,182,310.33,310.33,1,1,3.8
"823",2,3,2,423.45,262.3,0.333333333333333,1,1,0,10,0.38056441138269,10,131.15,131.15,1.5,1,2.7
"824",2,2,1,291.79,216.74,0.5,1,1,0,171,0.25720552452106,171,108.37,216.74,1,0.5,2.1
"825",2,2,2,280.78,280.78,0,1,0,0.5,75,0,75,140.39,140.39,1,1,3.2
"826",4,4,1,1386.38,193.18,0.75,0.5,1,0,2069,0.860658693864597,690,48.3,193.18,1,0.25,1.7
"827",2,2,2,543.68,543.68,0,0.5,0.5,0.5,115,0,115,271.84,271.84,1,1,3.7
"828",4,6,2,1970.23,683.05,0.666666666666667,0.67,0.67,0,87,0.653314587636976,29,170.76,341.52,1.5,0.5,2.5
"829",8,10,2,4939.99,1397.17,0.8,0.2,0.5,0.2,2793,0.717171492249984,399,174.65,698.59,1.25,0.25,2.7
"830",2,2,2,212.52,212.52,0,1,1,0.5,15,0,15,106.26,106.26,1,1,2.8
"831",2,2,1,650.92,480.13,0.5,1,0,0,50,0.262382474036748,50,240.06,480.13,1,0.5,2.8
"832",2,2,1,3589.48,1946.03,0.5,0,0,0.5,154,0.457851833691788,154,973.01,1946.03,1,0.5,4.2
"833",2,2,1,459.53,240.05,0.5,1,1,0,0,0.47761843622832,0,120.03,240.05,1,0.5,2.4
"834",2,2,1,1003.17,636.34,0.5,0,1,0,22,0.365670823489538,22,318.17,636.34,1,0.5,3.1
"835",4,4,3,940.57,620.34,0.25,0.75,1,0,59,0.340463761336211,20,155.09,206.78,1,0.75,3.1
"836",2,2,1,1508.52,779.42,0.5,0,1,0,15,0.483321401108371,15,389.71,779.42,1,0.5,3
"837",3,3,1,832.6,260,0.666666666666667,1,0,0.33,0,0.687725198174393,0,86.67,260,1,0.33,2.8
"838",3,4,4,662,662,0,0.75,1,0,201,0,100,220.67,165.5,1.33,1.33,3.2
"839",2,3,1,186.79,47.18,0.666666666666667,1,0.33,0,24,0.747416885272231,24,23.59,47.18,1.5,0.5,2.3
"840",14,17,12,2862.95,1929.19,0.294117647058823,1,0.59,0.35,1942,0.326153093836777,149,137.8,160.77,1.21,0.86,3.4
"841",4,9,9,1691.24,1691.24,0,1,0.33,0,125,0,42,422.81,187.92,2.25,2.25,4
"842",3,3,1,438.86,120.59,0.666666666666667,1,0.33,0,7,0.725219887891355,4,40.2,120.59,1,0.33,2.5
"843",2,3,3,2824.17,2824.17,0,0.33,0.67,0,118,0,118,1412.09,941.39,1.5,1.5,4.8
"844",66,103,50,26800.51,11344.39,0.514563106796116,0.83,0.25,0.01,2134,0.576709920818671,33,171.88,226.89,1.56,0.76,5
"845",9,11,3,3092.36,797.75,0.727272727272727,0.45,0.36,0.36,1932,0.742025508026232,242,88.64,265.92,1.22,0.33,2.2
"846",3,3,3,592.83,592.83,0,1,0.33,0,97,0,48,197.61,197.61,1,1,3.1
"847",5,5,4,2024.33,1827.65,0.2,0.6,0,0.2,557,0.0971580720534695,139,365.53,456.91,1,0.8,3.2
"848",2,3,3,277.84,277.84,0,1,0,1,93,0,93,138.92,92.61,1.5,1.5,3.2
"849",2,2,1,200.5,109.6,0.5,1,1,0,143,0.453366583541147,143,54.8,109.6,1,0.5,2.1
"850",108,129,26,79719.49,12689.72,0.798449612403101,0.26,0.47,0.1,2109,0.840820356477444,20,117.5,488.07,1.19,0.24,5
"851",2,4,1,474.18,9.99,0.75,1,0.5,0,27,0.978932051119828,27,5,9.99,2,0.5,2.2
"852",2,2,1,867.3,9.99,0.5,0.5,0,0,-10,0.988481494292632,-10,5,9.99,1,0.5,3.1
"853",2,3,2,1282.67,1139.24,0.333333333333333,0.33,0.33,0,59,0.111821434975481,59,569.62,569.62,1.5,1,3.8
"854",2,3,3,763.82,763.82,0,0.67,0.33,0,116,0,116,381.91,254.61,1.5,1.5,3.8
"855",4,8,2,4018.69,1118.75,0.75,0.12,0.25,0,48,0.72161326203315,16,279.69,559.38,2,0.5,3
"856",6,10,3,7594.16,2688.39,0.7,0,0.3,0.2,139,0.645992446827562,28,448.06,896.13,1.67,0.5,2.9
"857",2,2,1,280.35,134.77,0.5,1,1,0,-1,0.519279472088461,-1,67.39,134.77,1,0.5,2.4
"858",6,9,3,2623.21,701.89,0.666666666666667,0.44,0.22,0,1255,0.732430876673999,251,116.98,233.96,1.5,0.5,3
"859",4,9,2,947.56,297.47,0.777777777777778,1,0.56,0.56,85,0.68606737304234,28,74.37,148.74,2.25,0.5,1.9
"860",2,3,2,454.06,272.47,0.333333333333333,1,1,0,167,0.39992512002819,167,136.24,136.24,1.5,1,1.9
"861",2,2,2,180.92,180.92,0,1,1,0,39,0,39,90.46,90.46,1,1,2.7
"862",6,6,3,1297.68,742.3,0.5,1,0.5,0.33,2018,0.427979162813637,404,123.72,247.43,1,0.5,2.8
"863",6,7,6,1821.29,1660.76,0.142857142857143,0.43,0.14,0,1966,0.0881408232626325,393,276.79,276.79,1.17,1,4
"864",2,4,2,706.13,284.48,0.5,1,1,0,113,0.59712800759067,113,142.24,142.24,2,1,2.2
"865",3,3,1,456.8,236.44,0.666666666666667,1,1,0,109,0.482399299474606,54,78.81,236.44,1,0.33,2.2
"866",3,3,2,834.7,702.78,0.333333333333333,1,0,0,1817,0.158044806517312,908,234.26,351.39,1,0.67,2.6
"867",30,40,18,23310.86,12698.04,0.55,0.57,0.48,0.18,2063,0.455273636408095,71,423.27,705.45,1.33,0.6,4.6
"868",2,2,1,198.81,108.79,0.5,1,0,1,1633,0.452794125044012,1633,54.4,108.79,1,0.5,1.1
"869",2,5,1,659.82,9.99,0.8,1,0.4,0.8,-2,0.98485950713831,-2,5,9.99,2.5,0.5,2.1
"870",6,11,7,8158.94,4120.4,0.363636363636364,0,0.18,0,1675,0.494983416963478,335,686.73,588.63,1.83,1.17,4.2
"871",9,12,3,3616.69,1072.86,0.75,0.58,0.75,0.08,465,0.703358595843161,58,119.21,357.62,1.33,0.33,2.6
"872",11,12,12,2510.39,2510.39,0,0.75,0.75,0,116,0,12,228.22,209.2,1.09,1.09,3.9
"873",3,6,4,532.51,375.03,0.333333333333333,1,0.67,0,49,0.295731535558018,24,125.01,93.76,2,1.33,2.6
"874",3,3,2,833.28,439.97,0.333333333333333,1,0,0,20,0.472002208141321,10,146.66,219.99,1,0.67,3.4
"875",3,5,5,667.07,667.07,0,1,0.8,0,11,0,6,222.36,133.41,1.67,1.67,3.1
"876",6,7,5,1127.26,778.32,0.285714285714286,1,0.57,0.29,111,0.309547043273069,22,129.72,155.66,1.17,0.83,3
"877",2,3,3,569.35,569.35,0,0.33,1,0,16,0,16,284.68,189.78,1.5,1.5,3.2
"878",2,3,1,1122.66,226.02,0.666666666666667,1,0,0,48,0.798674576452354,48,113.01,226.02,1.5,0.5,2.4
"879",3,5,1,548.96,9.99,0.8,1,1,0,87,0.981801952783445,44,3.33,9.99,1.67,0.33,1.8
"880",2,2,2,437.61,437.61,0,0.5,1,0,20,0,20,218.81,218.81,1,1,3.4
"881",2,2,2,312.18,312.18,0,1,0,0,76,0,76,156.09,156.09,1,1,3.9
"882",2,2,1,152.58,9.99,0.5,1,1,0,76,0.93452615021628,76,5,9.99,1,0.5,2.4
"883",8,16,4,10905.24,4754.45,0.75,0.25,0,0,119,0.564021516261907,17,594.31,1188.61,2,0.5,2.4
"884",2,2,1,277.01,142.53,0.5,1,0,1,7,0.485469838633984,7,71.27,142.53,1,0.5,2.4
"885",9,11,1,8338.94,1356.26,0.909090909090909,0.09,0.45,0,1924,0.83735822538596,240,150.7,1356.26,1.22,0.11,3
"886",17,22,11,5639.73,2429.43,0.5,0.73,0.32,0.23,1790,0.569229378002138,112,142.91,220.86,1.29,0.65,3.7
"887",2,2,1,1000.8,637.92,0.5,1,0,1,43,0.362589928057554,43,318.96,637.92,1,0.5,3.2
"888",2,3,3,576.7,576.7,0,0.33,1,0,1,0,1,288.35,192.23,1.5,1.5,3.6
